date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
6/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,47.5,0.9911
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Maize (yellow),KG,actual,Retail,PHP,26,0.5425
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,40.25,0.8399
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (special),KG,actual,Retail,PHP,50.13,1.046
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,44.63,0.9312
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,27,0.5634
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,156.67,3.2691
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,340,7.0944
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.35,0.1325
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,197.5,4.121
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,207.5,4.3297
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,158.75,3.3125
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,327.5,6.8336
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,227.5,4.747
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,187.5,3.9124
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,288.75,6.025
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,216.25,4.5123
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,393.75,8.216
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,100,2.0866
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,37.5,0.7825
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,58.75,1.2259
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,71.25,1.4867
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,41.88,0.8739
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,46.25,0.965
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,67.5,1.4085
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Carrots,KG,actual,Retail,PHP,50,1.0433
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Choko,KG,actual,Retail,PHP,21.25,0.4434
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Coconut,KG,actual,Retail,PHP,18.75,0.3912
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,49.38,1.0304
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Garlic,KG,actual,Retail,PHP,158.57,3.3087
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Ginger,KG,actual,Retail,PHP,103.13,2.1519
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,105,2.1909
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,142.5,2.9734
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Pineapples,KG,actual,Retail,PHP,35.63,0.7435
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Squashes,KG,actual,Retail,PHP,23.75,0.4956
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,34.38,0.7174
6/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Water spinach,KG,actual,Retail,PHP,51.88,1.0825
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,39.44,0.7858
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Rice (special),KG,actual,Retail,PHP,45.94,0.9154
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,41.44,0.8257
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,28.59,0.5697
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,123.75,2.4657
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,286,5.6986
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,7.63,0.152
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,182.5,3.6363
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,177.5,3.5367
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,170,3.3873
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,329.06,6.5565
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,245,4.8816
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,112.5,2.2416
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,45.63,0.9092
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,45.63,0.9092
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,60,1.1955
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,32.5,0.6476
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,50.63,1.0088
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,51.88,1.0337
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Carrots,KG,actual,Retail,PHP,49.38,0.9839
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Choko,KG,actual,Retail,PHP,16.88,0.3363
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Coconut,KG,actual,Retail,PHP,22.5,0.4483
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,45.63,0.9092
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Ginger,KG,actual,Retail,PHP,114.38,2.279
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,143.75,2.8642
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Squashes,KG,actual,Retail,PHP,20,0.3985
7/15/2021,Region X,Bukidnon,Bukidnon,8.147786,125.133506,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,45,0.8966
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,40.35,0.804
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Rice (special),KG,actual,Retail,PHP,46.1,0.9185
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,44.81,0.8928
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,112.5,2.2416
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,293.33,5.8446
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,7.63,0.152
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,177.5,3.5367
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,148.75,2.9639
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,287.5,5.7285
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,205,4.0846
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,211.25,4.2092
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,366.67,7.3059
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,110,2.1918
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,33.75,0.6725
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,61.25,1.2204
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,81.25,1.6189
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,41.25,0.8219
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,78.75,1.5691
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,67.5,1.3449
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,76.25,1.5193
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Carrots,KG,actual,Retail,PHP,73.75,1.4695
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,70,1.3948
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Garlic,KG,actual,Retail,PHP,143.75,2.8642
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Ginger,KG,actual,Retail,PHP,130,2.5903
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,107.5,2.1419
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,147.5,2.9389
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Squashes,KG,actual,Retail,PHP,38.75,0.7721
7/15/2021,Region X,Camiguin,Camiguin,9.252862,124.716536,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,67.5,1.3449
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,36.4,0.7253
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Rice (special),KG,actual,Retail,PHP,43.33,0.8634
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,38.75,0.7721
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,153.33,3.0551
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,273.75,5.4545
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,7.19,0.1433
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,197.5,3.9352
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,162.5,3.2378
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,171.88,3.4247
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,328.75,6.5504
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,250,4.9813
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,184,3.6662
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,265,5.2801
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,237.5,4.7322
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,505.71,10.0763
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,97.5,1.9427
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,PHP,81.67,1.6273
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,25,0.4981
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,20.63,0.4111
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,30.63,0.6103
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,70.63,1.4073
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,32.5,0.6476
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,68.75,1.3698
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Calamansi,KG,actual,Retail,PHP,33.75,0.6725
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Choko,KG,actual,Retail,PHP,16.5,0.3288
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Coconut,KG,actual,Retail,PHP,21.25,0.4234
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,48.75,0.9713
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,102.5,2.0423
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,117.5,2.3412
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Onions (white),KG,actual,Retail,PHP,100,1.9925
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Squashes,KG,actual,Retail,PHP,22,0.4384
7/15/2021,Region X,Lanao del Norte,Lanao del Norte,8.040911,123.799419,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,71.25,1.4197
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,cereals and tubers,Maize (white),KG,actual,Retail,PHP,32.75,0.6525
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,40.38,0.8046
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,cereals and tubers,Rice (special),KG,actual,Retail,PHP,46.79,0.9323
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,44.44,0.8855
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,34.5,0.6874
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,117.14,2.334
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,276,5.4993
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.44,0.1283
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,158.75,3.1631
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,146.25,2.914
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,132.5,2.6401
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,353.75,7.0485
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,275,5.4794
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,194.38,3.873
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,291.25,5.8032
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,248.75,4.9564
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,497.5,9.9127
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,110,2.1918
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Bananas (lakatan),KG,actual,Retail,PHP,55,1.0959
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Bananas (saba),KG,actual,Retail,PHP,30.63,0.6103
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,61.25,1.2204
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Beans (string),KG,actual,Retail,PHP,50,0.9963
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,68.25,1.3599
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Bottle gourd,KG,actual,Retail,PHP,36.25,0.7223
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Cabbage,KG,actual,Retail,PHP,77.5,1.5442
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Cabbage (chinese),KG,actual,Retail,PHP,85,1.6936
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Carrots,KG,actual,Retail,PHP,73.75,1.4695
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Choko,KG,actual,Retail,PHP,21.88,0.436
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Coconut,KG,actual,Retail,PHP,23.13,0.4609
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Eggplants,KG,actual,Retail,PHP,56,1.1158
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Ginger,KG,actual,Retail,PHP,88.75,1.7684
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Mangoes (carabao),KG,actual,Retail,PHP,92.5,1.8431
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Onions (red),KG,actual,Retail,PHP,126.25,2.5155
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Squashes,KG,actual,Retail,PHP,25,0.4981
7/15/2021,Region X,Misamis Occidental,Misamis Occidental,8.482192,123.807351,vegetables and fruits,Tomatoes,KG,actual,Retail,PHP,62.5,1.2453
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Maize (yellow),KG,actual,Retail,PHP,25.43,0.5067
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,"Rice (regular, milled)",KG,actual,Retail,PHP,40.75,0.8119
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (special),KG,actual,Retail,PHP,51.5,1.0261
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Rice (well milled),KG,actual,Retail,PHP,44.13,0.8793
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,cereals and tubers,Semolina (white),KG,actual,Retail,PHP,28.5,0.5679
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Anchovies,KG,actual,Retail,PHP,167.5,3.3375
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Crab,KG,actual,Retail,PHP,338.75,6.7496
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Eggs,Unit,actual,Retail,PHP,6.13,0.1221
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (milkfish),KG,actual,Retail,PHP,196.25,3.9103
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (roundscad),KG,actual,Retail,PHP,208.75,4.1594
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,PHP,176.25,3.5118
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (beef),KG,actual,Retail,PHP,333.75,6.65
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (beef, chops with bones)",KG,actual,Retail,PHP,228.75,4.5579
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (chicken, whole)",KG,actual,Retail,PHP,172.5,3.4371
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Meat (pork),KG,actual,Retail,PHP,313.75,6.2515
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs","Meat (pork, with bones)",KG,actual,Retail,PHP,218.5,4.3536
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,"meat, fish and eggs",Shrimp (tiger),KG,actual,Retail,PHP,383.75,7.6463
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,pulses and nuts,Beans (mung),KG,actual,Retail,PHP,96.48,1.9224
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bananas (latundan),KG,actual,Retail,PHP,27.24,0.5428
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,"Beans (green, fresh)",KG,actual,Retail,PHP,52.74,1.0508
7/15/2021,Region X,Misamis Oriental,Misamis Oriental,8.477437,124.651647,vegetables and fruits,Bitter melon,KG,actual,Retail,PHP,75.49,1.5041
